ID,URL,NomFichier
267,https://www.vinatis.com/79485-fine_default/saint-veran-grand-buissiere-2020-parcelles-cie-vignerons-des-terres-secretes.png,00267.png
268,https://www.vinatis.com/90686-fine_default/terre-ronde-2022-domaine-le-sollier.png,00268.png
269,https://www.vinatis.com/98170-fine_default/tavel-2022-domaine-liravel-dauvergne-et-ranvier.png,00269.png
270,https://www.vinatis.com/97988-fine_default/marsanne-premiere-note-2024-cave-de-tain.png,00270.png
271,https://www.vinatis.com/97997-fine_default/vina-real-rosado-2024-cvne.png,00271.png
272,https://www.vinatis.com/99311-fine_default/rozy-collection-d-ete-2025-vignobles-dom-brial.png,00272.png
273,https://www.vinatis.com/99118-fine_default/chardonnay-2024-heritiers-du-sud-alma-cersius.png,00273.png
274,https://www.vinatis.com/92743-fine_default/favugne-san-severo-rosso-2022-cantine-teanum.png,00274.png
275,https://www.vinatis.com/92911-fine_default/riesling-steillage-trocken-2023-peter-peter.png,00275.png
276,https://www.vinatis.com/93079-fine_default/grenache-2023-les-jamelles.png,00276.png
